link,title,surface_totale,surface_habitable,chambre,bain,price,ville,time,secteur,type,age,etage,salon,description,Concierge,Balcon,Terrasse,Securite,Parking,Ascenseur,Climatisation,CuisineEquipee,Garage,Chauffage,Piscine,Jardin,Titre,Loti,Duplex,Meuble
https://immoneuf.avito.ma/fr/unite/jzV?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_bernoussi/appartements/Apparemment_vente__48716805.htm,Apparemment vente,70 m²,,2,3,350000,Casablanca,16 Janvier,Sidi Bernoussi,"Appartements, Vente",,3,,"Description
Apartment vente 70 m carè 3ème étage hay Enahda casablanca morocco prix 350000dh a negocier",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/bernoussi/appartements/Appartement_a_Casablanca__48716731.htm,Appartement a Casablanca,70 m²,70 m²,2,1,350000,Casablanca,16 Janvier,Bernoussi,"Appartements, Vente",6-10 ans,3,1,"Description
Apartment 70 m carè",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/ain_borja/appartements/Appart__RDC_109_R%C3%A9sidence_ferm%C3%A9e_Ain_Borja_48716344.htm,Appart. RDC 109 Résidence fermée Ain Borja,109 m²,,3,2,940000,Casablanca,16 Janvier,Aïn Borja,"Appartements, Vente",,Rez de chaussée,1,"Description
A vendre appartement bien ensoleillé,
Angle (chouka) deux façades
Situant au Rez-de-chaussée
Se composant de :
3 chambres, salon, hall, cuisine, deux salles de bain, terrasse et asceVoir plus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/la_gironde/appartements/grande_appartement_toute_neuve__48715865.htm,grande appartement toute neuve,--,,2,--,1690000,Casablanca,16 Janvier,La Gironde,"Appartements, Vente",,,,"Description
Appartement de luxe en vente situé a casa
avec un prix raisonnable

Veuillez nous contacter pour pllus plus d'information,
.N'hésitez pas à nous contacter pour tous renseignements compVoir plus",1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
https://immoneuf.avito.ma/fr/unite/jzy?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/la_gironde/appartements/grande_appartement_toute_neuve__48715868.htm,grande appartement toute neuve,--,,2,--,1690000,Casablanca,16 Janvier,La Gironde,"Appartements, Vente",,,,"Description
Appartement de luxe en vente situé a casa
avec un prix raisonnable

Veuillez nous contacter pour pllus plus d'information,
.N'hésitez pas à nous contacter pour tous renseignements compVoir plus",1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_en_Vente_%C3%A0_Casablanca_47985718.htm,Appartement en Vente à Casablanca,111 m²,99 m²,2,1,1220000,Casablanca,16 Janvier,Autre secteur,"Appartements, Vente",11-20 ans,2,1,"Description
Plaine centre de casablanca Zerctone, zon Resternte chinois, 2ème étage avec ascenseur 2 chambres 1 salon salle de bain cuisine poste voiture",1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
https://www.avito.ma/fr/palmier/appartements/Des_studios_neuf_de_43_m2_ensoleill%C3%A9__48455309.htm,Des studios neuf de 43 m2 ensoleillé,50 m²,,1,1,996000,Casablanca,16 Janvier,Palmier,"Appartements, Vente",Neuf,2,1,"Description
On vend des studios à partir de 43 m2 ,composé d’une chambre avec placard salon avec climatisation centrale et cuisine équipée américaine et salle de bain ascenseur et parking titre, pour plus d’info Voir plus",1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
https://www.avito.ma/fr/hay_albaraka/appartements/VENTE_APPAERT_A_HAY_ALBARAKA_48370301.htm,VENTE APPAERT A HAY ALBARAKA,68 m²,68 m²,2,1,620000,Casablanca,16 Janvier,Hay Albaraka,"Appartements, Vente",,2,1,"Description
Je mets en vente mon appartement d'une superficie de 68 m situé à Hay Al Baraka
Elle contient 2 chambres 1 salon grand hall cuisine et salle de bain
Situé à côté de ttes les commodités :tramVoir plus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://immoneuf.avito.ma/fr/unite/jzz?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/oulfa/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48563254.htm,Appartement en Vente à Casablanca,58 m²,58 m²,2,1,560000,Casablanca,16 Janvier,Oulfa,"Appartements, Vente",11-20 ans,3,1,"Description
Bel appartement au 3ème étage dans un immeuble de 8 appartements seulement, pas loin de la mosquée zoubir. 58m² de superficie. Constitué d'un salon et un séjour ,2 chambres, cuisine équipée+ salle deVoir plus",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_belyout/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48714986.htm,Appartement en Vente à Casablanca,64 m²,,3,1,700000,Casablanca,16 Janvier,Sidi Belyout,"Appartements, Vente",,,1,"Description
Appartement situé à côté du port.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_hassani/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48714826.htm,Appartement en Vente à Casablanca,50 m²,50 m²,2,1,400000,Casablanca,16 Janvier,Hay Hassani,"Appartements, Vente",11-20 ans,3,1,"Description
شقة للبيع بالحي الحسني البركة مقابلة لادارة التسجيل قريبة لجميع المرافق الضرورية المرشيات و المساجد و الادارات العمومية و جميع وسائل التنقل متوفرة للاستفسار الاتصال ابتداءا من 17 زوالا و شكرا",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/bourgogne/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48714365.htm,Appartement en Vente à Casablanca,--,71 m²,2,1,860000,Casablanca,16 Janvier,Bourgogne,"Appartements, Vente",11-20 ans,4,1,"Description
Apprt de 71 m2+ une terasse sur le quartier bourgogne dans un immeuble securisé.",1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
https://immoneuf.avito.ma/fr/unite/jzl?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_bernoussi/appartements/Une_belle_appartement_%C3%A0_vendre___48714347.htm,Une belle appartement à vendre,60 m²,57 m²,2,1,380000,Casablanca,16 Janvier,Sidi Bernoussi,"Appartements, Vente",6-10 ans,4,1,"Description
mchamcha mn 2 face plus 2 balcon et 2 façade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/roches_noires/appartements/apparemment_roches_noires_%C3%A0_vendre__48714276.htm,apparemment roches noires à vendre,110 m²,110 m²,2,2,1000000,Casablanca,15 Janvier,Roches Noires,"Appartements, Vente",1-5 ans,1,1,"Description
شقة في الطابق الأول تتكون من صالون وغرفتين و حمامين ومطبخ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/oulfa/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48714215.htm,Appartement en Vente à Casablanca,50 m²,50 m²,2,1,,Casablanca,15 Janvier,Oulfa,"Appartements, Vente",6-10 ans,1,1,"Description
Ensoleillé toute la journée .proximité de ain diab faculté hassan 2.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/oulfa/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48714134.htm,Appartement en Vente à Casablanca,57 m²,57 m²,2,1,480000,Casablanca,15 Janvier,Oulfa,"Appartements, Vente",6-10 ans,3,1,"Description
-ensoleille toute journee
Le secteur calm
Le Prix negociable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://immoneuf.avito.ma/fr/unite/jzo?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_hassani/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48713931.htm,Appartement en Vente à Casablanca,50 m²,54 m²,2,1,320000,Casablanca,15 Janvier,Hay Hassani,"Appartements, Vente",6-10 ans,1,1,"Description
je met en vente mon appart ,é chambre 1 salon 1 SDB
en 1 étage
située a RIAD RAHA prés de RIAD SOFIA
route de el jadida
appart ensoleillé .
les fenetre vers le jardin
Peux servir comme cabinet dVoir plus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/quartier_des_hopitaux/appartements/bel_appartement_vente_quartier_des_h%C3%B4pitaux_48561359.htm,bel appartement vente quartier des hôpitaux,92 m²,92 m²,2,2,1150000,Casablanca,15 Janvier,Quartier des Hôpitaux,"Appartements, Vente",11-20 ans,3,2,"Description
Bel appartement en vente
Dans une coquette résidence
1 appartement par étage
Au 3 étage avec ascenseur
Dans quartier des hôpitaux
près de city club rue sebta
Il se compose deVoir plus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement__%C3%A0_sidi_maarouf_almoustakbal__48713734.htm,Appartement à sidi maarouf almoustakbal,48 m²,,2,1,480000,Casablanca,15 Janvier,Sidi Maarouf,"Appartements, Vente",11-20 ans,Rez de chaussée,1,"Description
Apparemment en RDC sa localisation importante pour habitations ou commerce ( car se trouve sur un boulevard sur le coin).ensoleillée toute l année, près de casanearshor, très bon emplacement
Voir plus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/ain_diab/appartements/Appartement_104_m2_%C3%A0_Ain_Diab_48713322.htm,Appartement 104 m2 à Ain Diab,104 m²,104 m²,2,1,1900000,Casablanca,15 Janvier,Aïn Diab,"Appartements, Vente",6-10 ans,Rez de chaussée,1,"Description
Superbe Appartement 104 m2 à Ain Diab extension sur route Azemour à 5 mn de Morocco Mall à vendre à 1.900.000 Dhs dans une résidence Fermée sécurisée Avec une belle vue sur jardin et 2 balcons sur la Voir plus",0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
https://immoneuf.avito.ma/fr/unite/jzn?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/oulfa/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48713262.htm,Appartement en Vente à Casablanca,60 m²,58 m²,2,1,480000,Casablanca,15 Janvier,Oulfa,"Appartements, Vente",,2,1,"Description
Je mets en vente un bel appartement au 2eme étage ensoleiller et calme . Prés de la mosquée et du marché . Prix négociable",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_Mazola_Casablanca_48712853.htm,Appartement à Mazola Casablanca,99 m²,,2,2,990000,Casablanca,15 Janvier,Hay Hassani,"Appartements, Vente",,2,2,"Description
Je mets en vente mon appartement situé au quartier mazola à proximité de CNSS et casa anfa. au 2 ème étage, bien ensoleillé et aéré, Proche de marjane hay hassani. Immeuble avec 2 ascenseurs 2 agent dVoir plus",1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
https://www.avito.ma/fr/bernoussi/appartements/Appartement_%C3%A0_Casablanca_48712822.htm,Appartement à Casablanca,64 m²,64 m²,2,1,640000,Casablanca,15 Janvier,Bernoussi,"Appartements, Vente",,1,1,"Description
Je mets en vente un appartement à SIDI BERNOUSSI, résidence elmenzeh ,de superficie 64 m² au premier étage. Composé d’un salon, une chambre à coucher , une cuisine ,une salle de bain et un débarrasVoir plus",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/bernoussi/appartements/%D8%B4%D9%82%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D8%A8%D8%AD%D9%8A_%D8%A7%D9%84%D8%A3%D8%B2%D9%87%D8%B1_47665907.htm,شقة للبيع بحي الأزهر,75 m²,70 m²,2,1,380000,Casablanca,15 Janvier,Bernoussi,"Appartements, Vente",,3,1,"Description
الشقة متواجدة بالطابق التالت متكونة من غرفتين وصالون ومطبخ ومرحاض ودوش في بعمارة جيدة
الشقة بها واجهتين مصلوحة في موقع ممتاز للمعاينة إتصلوا بنا",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/ain_chock/appartements/2_la_fen%C3%AAtre_compl%C3%A8te__48712534.htm,2 la fenêtre complète,--,,--,--,1000,Casablanca,15 Janvier,Aïn Chock,"Appartements, Vente",Neuf,,,"Description
Deux la fenêtre complète",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/ain_chock/appartements/2_la_fen%C3%AAtre_compl%C3%A8te__48712533.htm,2 la fenêtre complète,--,,--,--,1000,Casablanca,15 Janvier,Aïn Chock,"Appartements, Vente",Neuf,,,"Description
Deux la fenêtre complète",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/derb_ghallef/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48559736.htm,Appartement en Vente à Casablanca,98 m²,88 m²,2,1,1050000,Casablanca,15 Janvier,Derb Ghallef,"Appartements, Vente",11-20 ans,6,1,"Description
appartement sur quartier DERB GHALEF proche de tout commodité au 6ème étage situé dans un immeuble très bien entretenu avec un voisinage de qualité. l'immeuble dispose de deux ascenseurs fonctionnelVoir plus",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/racine/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48712319.htm,Appartement en Vente à Casablanca,1 m²,1 m²,3,3,1,Casablanca,15 Janvier,Racine,"Appartements, Vente",,1,3,"Description
Ensoleillée près de toutes commodités mosquée marché carrefour clinique.....",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/belvedere/appartements/A_vendre_joli_appartement_au_quartier_Belv%C3%A9d%C3%A8re__48712308.htm,A vendre joli appartement au quartier Belvédère.,119 m²,119 m²,2,2,1100000,Casablanca,15 Janvier,Belvédère,"Appartements, Vente",11-20 ans,2,2,"Description

Situé au 2eme étage, ensoleillé, il comporte un grand salon, séjour, hall, chambre parentale avec SDB, chambre d enfants, SDB, cuisine avec accès balcon.
Résidence sécurisée avec ascenseur eVoir plus",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
https://www.avito.ma/fr/oulfa/appartements/Apparemment_%C3%A0_vendre__48711980.htm,Apparemment à vendre,94 m²,,4,2,900000,Casablanca,15 Janvier,Oulfa,"Appartements, Vente",,1,,"Description
Je mets en vente un bel appartement neuf de 94 m2 au 1er étage avec assenceur et une place dans le garage dans une résidence sécurisée.
Appartement composé de trois chambres , salon ,un hall ,Voir plus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_Casablanca_45909349.htm,Appartement à Casablanca,62 m²,58 m²,3,1,400000,Casablanca,15 Janvier,Sidi Moumen,"Appartements, Vente",11-20 ans,3,1,"Description
شقة ممتازة قريبة من جميع المرافق ،
تتكون من 2 غرف + غرفة إضافية في المطبخ
صالون
مراح
حمام مصلوح جيدا
مطبخ كبير و مصلوح جيدا
باب الأمان
الشقة كدخلها الشمس ، قبلية
مطVoir plus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_Casablanca_48711732.htm,Appartement à Casablanca,80 m²,80 m²,2,1,,Casablanca,15 Janvier,Sidi Maarouf,"Appartements, Vente",21+ ans,Rez de chaussée,1,"Description
Très bon apparement en noir a vendre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/maarif/appartements/Appartement_de_113_m2_Maarif_39162416.htm,Appartement de 113 m2 Maarif,113 m²,113 m²,2,2,1700000,Casablanca,15 Janvier,Maarif,"Appartements, Vente",1-5 ans,7+,1,"Description
Maarif apt neuf hst de 113m² au 7éme étage avec 1salon 2ch sdb cuisine , une belle terrasse, ascenseur et garage.",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement__48711534.htm,Appartement,80 m²,80 m²,2,1,750000,Casablanca,15 Janvier,Sidi Bernoussi,"Appartements, Vente",6-10 ans,3,2,"Description
je mets en vente un appartement à la résidence al Badr ( hayval qouds bernoussi) derrière auto hall.

appartement d une superficie de 80m + 12 m de garage titré ( surface sur le titre est de 9Voir plus",1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_Casablanca_48112066.htm,Appartement à Casablanca,140 m²,120 m²,3,2,2000000,Casablanca,15 Janvier,Maarif,"Appartements, Vente",21+ ans,3,2,"Description
Un appartement à vendre au 3ème etg d'un immeuble R+4 au centre du maarif sur avenue normandie.
Double facades ,1 appartement par étage avec ascenseur .

Cet appartement contient 2 chambrVoir plus",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://immoneuf.avito.ma/fr/unite/jzs?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/al_qods/appartements/Bel_Appartement_%C3%A0_vendre_48711444.htm,Bel Appartement à vendre,125 m²,100 m²,4,1,850000,Casablanca,15 Janvier,Al Qods,"Appartements, Vente",11-20 ans,Rez de chaussée,1,"Description
Je mets en vente mon appart situé au quartier Al Qods, à l'entrée de Casablanca dans une résidence calme et sécurisée et proche de toute commodité.
L'appartement se compose d'un double salon, 3 Voir plus",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/bourgogne/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48711382.htm,Appartement en Vente à Casablanca,65 m²,65 m²,1,1,18500,Casablanca,15 Janvier,Bourgogne,"Appartements, Vente",Neuf,4,1,"Description
Les spacieux appartements de deux à trois chambres ont été aménagés et agencés afin de vous plonger dans une lumière naturelle sereine à travers les balcons et les terrasses. Les superficies varient dVoir plus",1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
https://www.avito.ma/fr/belvedere/appartements/appartement_%C3%A0_vendre__48711377.htm,appartement à vendre,167 m²,167 m²,3,2,1500000,Casablanca,15 Janvier,Belvédère,"Appartements, Vente",,3,2,"Description
joli appartement situé au centre de Casablanca se composant au 3ème étage d'un grand salon et une salle à manger, trois grandes chambres à coucher dont une avec des placards, deux salles de bains, uneVoir plus",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/laimoune/appartements/appartement_double_facade_ensoleill%C3%A9__48711327.htm,appartement double facade ensoleillé,105 m²,,3,2,1300000,Casablanca,15 Janvier,Laimoune,"Appartements, Vente",6-10 ans,1,2,"Description
je mets en vente un appart de 105m2 tres bien ensoleillé..ayant 8ans d'existence en etat neuf..pret de tous les moyens de transport...des ecoles,mosquée,bim,hamam, café,snack a 2 minutes
se compose dVoir plus",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
https://immoneuf.avito.ma/fr/unite/jzr?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/roches_noires/appartements/appartement_a_vendre_48711194.htm,appartement a vendre,215 m²,215 m²,4,2,1700000,Casablanca,15 Janvier,Roches Noires,"Appartements, Vente",21+ ans,1,2,"Description
vente d un grand appat de 215 m° , 4 chambres 2 salons une grande cour a roche noir",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
https://www.avito.ma/fr/oulfa/appartements/appartemet__90_m%C2%B2_perle_oulfa_r%C3%A9sedence_f%C3%A9rme_48711156.htm,appartemet 90 m² perle oulfa résedence férme,90 m²,,3,1,,Casablanca,15 Janvier,Oulfa,"Appartements, Vente",,2,1,"Description
appartement
perle oulfa
90 m²
2 eme etage
assanseur
3 chambre
1 salon
1 toilet
1 cuisine
1 place parking
boxe 3 m²",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/maarif/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48711081.htm,Appartement en Vente à Casablanca,92 m²,92 m²,4,1,900000,Casablanca,15 Janvier,Maarif,"Appartements, Vente",21+ ans,6,1,"Description
je mets en vente un magnifique appartement situe en plein bd zerktouni, super ensoleille toute la journee, tres bon voisinage, et quartier calme, proche de toute comodite, tout pres de leglise de notrVoir plus",1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1
https://www.avito.ma/fr/oulfa/appartements/appartemet_100_m%C2%B2_2_eme_etage_oulfa__48710982.htm,appartemet 100 m² 2 eme etage oulfa,100 m²,,2,2,,Casablanca,15 Janvier,Oulfa,"Appartements, Vente",,2,2,"Description
appartement a oulfa lkhozama
100 m²
2 eme etage
2 chambre
2 salon
1 cuisine
1 toilet
1 duche",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://immoneuf.avito.ma/fr/unite/jzx?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/bournazil/appartements/Appartement_bien_situ%C3%A9_48710958.htm,Appartement bien situé,61 m²,61 m²,--,--,,Casablanca,15 Janvier,Bournazil,"Appartements, Vente",6-10 ans,1,,"Description
adnane rakoube",0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48710905.htm,Appartement en Vente à Casablanca,60 m²,60 m²,2,1,,Casablanca,15 Janvier,Sidi Moumen,"Appartements, Vente",,Rez de chaussée,1,"Description
Limhtam itwasl m3aya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/derb_ghallef/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48710458.htm,Appartement en Vente à Casablanca,121 m²,121 m²,3,1,,Casablanca,15 Janvier,Derb Ghallef,"Appartements, Vente",11-20 ans,4,0,"Description
Appartement en vente à France ville ( entre bd Abdelmoumen et bd Ghandi), de 121 m2, 3 chambres et salon, une salle de bain et une seconde toilette avec une très belle terrasse.
Appartement aéVoir plus",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_en_Vente_%C3%A0_Casablanca_48557606.htm,Appartement en Vente à Casablanca,60 m²,60 m²,2,1,400000,Casablanca,15 Janvier,Autre secteur,"Appartements, Vente",1-5 ans,2,1,"Description
Bonjour,
Je met en vente mon appartement à Ryad Sofia Entre Lissassfa et Nassim 2 construit par le groupe EL JAMAI (Appartement économique).

A proximité de toutes commodités avec un beaVoir plus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://immoneuf.avito.ma/fr/unite/jzu?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/casablanca/appartements/apatement_lilkiraa_48709947.htm,apatement lilkiraa,50 m²,50 m²,1,1,1700,Casablanca,15 Janvier,,"Appartements, Vente",,1,1,"Description
apatement lilkiraa errahama sa3ada 1. .. mohami...tbib 3iyada...sayarat ta3lim...et la famille aussi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_maarouf/appartements/joli_apprt_48709766.htm,joli apprt,78 m²,78 m²,3,1,72000,Casablanca,15 Janvier,Sidi Maarouf,"Appartements, Vente",11-20 ans,4,1,"Description
apprt hstanding 4etg 78 m salon 2chrs cuisine bain balcon parking voiture",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_hassani/appartements/%D8%B4%D9%82%D8%A9_%D8%A8%D8%A7%D9%84%D8%B7%D8%A7%D8%A8%D9%82_%D8%A7%D9%84%D8%AA%D8%A7%D9%86%D9%8A_%D9%85%D8%B9_%D9%86%D8%B5%D9%8A%D8%A8_%D8%A7%D9%84%D8%B3%D8%B7%D8%AD_%D8%A8%D9%88%D8%A7%D8%AC%D9%87%D8%AA%D9%8A%D9%86_48709623.htm,شقة بالطابق التاني مع نصيب السطح بواجهتين,2 m²,84 m²,2,2,,Casablanca,15 Janvier,Hay Hassani,"Appartements, Vente",21+ ans,2,1,"Description
شقة بالطابق التاني مع نصيب السطح بواجهتين قريبة من جميع المرافق العمومية",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_mohammadi/appartements/bel_appart_duplex%C3%A9_48709399.htm,bel appart duplexé,126 m²,,3,2,,Casablanca,15 Janvier,Hay Mohammadi,"Appartements, Vente",,3,2,"Description
appartement dans une résidence sécurisé a proximité a 5min de 2 lignes de tram , centre tachfine a 15 min , gare ain sebaa a 10 min près de la sortie d autoroute
d un superficie de 127m2 se composVoir plus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://immoneuf.avito.ma/fr/unite/j3y?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_bernoussi/appartements/Bone_eta_48709392.htm,Bone eta,--,,5,--,2800000,Casablanca,15 Janvier,Sidi Bernoussi,"Appartements, Vente",,2,1,"Description
Bone eta maison",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_bernoussi/appartements/Bone_eta_48709361.htm,Bone eta,--,126 m²,5,--,2800000,Casablanca,15 Janvier,Sidi Bernoussi,"Appartements, Vente",21+ ans,2,1,"Description
li bgha mar7ba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_moulay_rachid/appartements/appartement_a_vendre_48708973.htm,appartement a vendre,75 m²,75 m²,3,1,600000,Casablanca,15 Janvier,Hay Moulay Rachid,"Appartements, Vente",11-20 ans,2,2,"Description
شقة للبيع فوق قسارية الحياني مباشرة مع خط الطرامواي مصلوحة مزيان
الثمن قابل للتفاوض",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_almassira_3/appartements/dar_lbi3_48708857.htm,dar lbi3,60 m²,60 m²,2,1,,Casablanca,15 Janvier,Hay Almassira 3,"Appartements, Vente",11-20 ans,1,2,"Description
70% n9iya mchamcha mhawya li bghaya tji ychofha mrhba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://immoneuf.avito.ma/fr/unite/j3z?utm_source=avito_integration&utm_medium=listing_integration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/oulfa/appartements/vente_appartement__48707955.htm,vente appartement,58 m²,58 m²,2,1,600000,Casablanca,15 Janvier,Oulfa,"Appartements, Vente",6-10 ans,2,1,"Description
Apprt sur casablanca oulfa. Tous les transports commus dispo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/mers_sultan/appartements/appartement_en_bonne_%C3%A9tat___48707634.htm,appartement en bonne état,144 m²,,5,2,1500000,Casablanca,15 Janvier,Mers Sultan,"Appartements, Vente",,2,,"Description
Appartement tres bien entretenue 2 chambres + 2toilettes + 1cuisine et un salon
L’appartement est ensoleillé et en bonne état
L’appartement se situe au 2ème étage
144m2 +6m2 (balcon) + Voir plus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
